workerid,proliferate.condition,correct,cumrt,distractors,internal_node_id,order,response,rt,stimulus,time_elapsed,trial_index,trial_type,words,error
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]","[451, 652, 476, 593, 807, 440, 1014, 418, 408, 593, 962, 528, 738, 547, 566, 560, 510, 908, 535, 544, 468, 1394, 1084, 562, 1261]","['x-x-x', 'wait', 'aspired', 'sure', 'truth', 'lot', 'acids', 'sorry', 'hill', 'page', 'jobs', 'lake', 'cubs', 'list', 'hour', 'god', 'laws', 'ethnic', 'self', 'pros', 'goals', 'male', 'vote', 'rallies', 'sell.']",0.0-30.0-0.1,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]",,"[451, 652, 476, 593, 807, 440, 1014, 418, 408, 593, 962, 528, 738, 547, 566, 560, 510, 908, 535, 544, 468, 565, 1084, 562, 451]",,500552,57,maze,"['Down', 'the', 'manhole', 'he', 'found', 'a', 'valve', 'which', 'had', 'a', 'lot', 'of', 'rust', 'on', 'it', 'and', 'a', 'section', 'of', 'pipe', 'which', 'had', 'been', 'leaking', 'gas.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]","[434, 439, 1364, 449, 632, 696, 771, 494, 518, 637, 474, 1246, 1244, 1244]","['x-x-x', 'denoted', 'sad', 'imagine', 'okay', 'forth', 'poor', 'says', 'pays', 'senate', 'studios', 'buy', 'guys', 'him.']",0.0-30.0-0.2,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]",,"[434, 439, 1364, 449, 632, 696, 771, 494, 518, 637, 474, 444, 447, 587]",,511200,58,maze,"['The', 'workman', 'cut', 'through', 'the', 'valve', 'with', 'the', 'saw', 'before', 'fitting', 'a', 'new', 'one.']",
936,1,,,,0.0-31.0,,,,,512201,59,html-button-response,,
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[777, 423, 647, 430, 400, 397, 408, 1184, 474, 645, 1240, 455, 524, 1149, 461, 821, 531, 872, 417, 413, 585, 742, 800, 409, 473]","['x-x-x', 'drinks', 'guys', 'anymore', 'push', 'eat', 'apply', 'nations', 'non', 'goes', 'spite.', 'x-x-x', 'else', 'am', 'throws', 'symbolizing', 'lots', 'hill', 'wood', 'basis', 'same', 'sizes', 'gift', 'hear', 'beings.']",0.0-32.0-0.0,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",,"[777, 423, 647, 430, 400, 397, 408, 1184, 474, 645, 571, 455, 524, 406, 461, 821, 531, 872, 417, 413, 585, 742, 800, 409, 473]",,527883,60,maze,"['An', 'artist', 'was', 'working', 'at', 'a', 'table', 'holding', 'a', 'long', 'brush.', 'He', 'had', 'a', 'sudden', 'premonition', 'that', 'he', 'was', 'going', 'to', 'knock', 'over', 'a', 'bottle.']",
936,1,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[431, 1641, 410, 611, 490, 562, 811, 536, 665, 639, 459, 418, 602, 577, 553, 631]","['x-x-x', 'bag', 'aware', 'sorry', 'okay', 'knew', 'abroad', 'interviews', 'bill', 'relax', 'ask', 'vote', 'blame', 'defend', 'move', 'agree.']",0.0-32.0-0.1,"[0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1]",,"[431, 485, 410, 611, 490, 562, 811, 536, 665, 639, 459, 418, 602, 577, 553, 631]",,537920,61,maze,"['On', 'the', 'table', 'there', 'was', 'a', 'bottle', 'containing', 'some', 'paint', 'and', 'a', 'bottle', 'filled', 'with', 'water.']",
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[428, 545, 675, 677, 388, 600, 572, 430, 616, 561, 568, 1427, 1685]","['x-x-x', 'anyway', 'barristers', 'verdict', 'mean', 'wish', 'depend', 'hear', 'knew', 'meets', 'wait', 'ethic', 'barrow.']",0.0-32.0-0.2,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1]",,"[428, 545, 675, 677, 388, 600, 572, 430, 616, 561, 568, 605, 642]",,547096,62,maze,"['The', 'artist', 'accidently', 'knocked', 'over', 'the', 'bottle', 'with', 'the', 'brush', 'and', 'swore', 'loudly.']",
936,1,,,,0.0-33.0,,,,,548097,63,html-button-response,,
936,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[553, 900, 683, 568, 621, 607, 528, 391, 588, 2085, 484, 878, 524, 633, 510, 524, 617, 605]","['x-x-x', 'prices', 'eyes', 'vitamins', 'lack', 'shut', 'updates', 'yes', 'flows', 'tasks.', 'x-x-x', 'stupid', 'cup', 'feet', 'met', 'exists', 'none', 'settle.']",0.0-34.0-0.0,"[0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1]",,"[553, 900, 683, 568, 621, 607, 528, 391, 588, 510, 484, 878, 524, 633, 510, 524, 617, 605]",,560402,64,maze,"['A', 'little', 'girl', 'borrowed', 'from', 'the', 'kitchen', 'a', 'bread', 'knife.', 'She', 'wanted', 'to', 'cut', 'an', 'orange', 'into', 'pieces.']",
936,1,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[426, 1916, 576, 411, 717, 596, 491, 757, 470, 491, 422, 825, 457, 706, 584, 534, 726, 533, 586, 525, 563, 540]","['x-x-x', 'worse', 'shut', 'guy', 'hates', 'fate', 'goal', 'senate', 'plans', 'mind', 'job', 'gets', 'argue', 'lire', 'cars', 'wait', 'renovate', 'goals', 'shop', 'plan', 'harm', 'saws.']",0.0-34.0-0.1,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1]",,"[426, 791, 576, 411, 717, 596, 491, 757, 470, 491, 422, 825, 457, 706, 584, 534, 726, 533, 586, 525, 563, 540]",,574257,65,maze,"['She', 'found', 'in', 'the', 'fruit', 'bowl', 'an', 'orange', 'which', 'had', 'a', 'very', 'thick', 'rind', 'and', 'a', 'tangerine', 'which', 'had', 'a', 'thin', 'rind.']",
936,1,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1]","[445, 1441, 375, 430, 434, 450, 581, 540, 558, 547, 636, 1287, 549, 1229, 1451, 507]","['x-x-x', 'enough', 'shut', 'trump', 'hall', 'upon', 'trip', 'expect', 'hope', 'than', 'acres', 'lien', 'self', 'us', 'till', 'follows.']",0.0-34.0-0.2,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1]",,"[445, 649, 375, 430, 434, 450, 581, 540, 558, 547, 636, 479, 549, 501, 569, 507]",,585726,66,maze,"['The', 'little', 'girl', 'tried', 'to', 'cut', 'the', 'orange', 'with', 'the', 'thick', 'rind', 'but', 'to', 'no', 'success.']",
936,1,,,,0.0-35.0,,,,,586727,67,html-button-response,,
936,1,,,,0.0-36.0,,"{'other': '', 'errors': '', 'length': '', 'strange': '', 'understand': '', 'what-about': ''}",2254,,588988,68,survey-text,,
936,1,,,,0.0-37.0,,0,1403,<h2>Many thanks for participating!</h2><p>We are interested in how people integrate the words they read into the context of the sentence so far.<h1>Press continue to be redirected to Prolific. </h1>,590393,69,html-button-response,,
935,1,,,,0.0-0.0,,0,2903," <center><img width=""300px"" src=""assets/stanford.png"" /></center><div id=""legal""></br>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at  <a href=""mailto://languagecoglab@gmail.com.""> languagecoglab@gmail.com</a>.You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. </div></br>",2909,0,html-button-response,,
935,1,,,,0.0-1.0,,0,1947,"<h3>Please read these instructions carefully!</h3> </br><p>For this experiment, please place your <b>left index finger on the 'e' key</b> and your <b>right index finger on the 'i' key</b>.</p><p> You will read sentences word by word. On each screen you will see two options: one will be the next word in the sentence, and one will not. </p><p><b>Select the word that continues the sentence by pressing 'e' (left-hand) for the word on the left or pressing 'i' (right-hand) for the word on the right.</b></p><p>Select the best word as quickly as you can, but without making too many errors. </p><div><p>Click ""Continue"" to try this on a practice sentence.</p></div>",4858,1,html-button-response,,
935,1,[],[],[],0.0-2.0,[],,[],,21348,2,maze,[],
935,1,,,,0.0-3.0,,0,2748,"<h3>Please read these instructions carefully!</h3> </br><p>Great job! Now you are ready for the main experiment.</p><p> You will now read 16 short stories in the same word-by-word way.</p><div><p>Click ""Continue"" to start the experiment.</p>",24097,3,html-button-response,,
935,1,[],[],[],0.0-4.0-0.0,[],,[],,37952,4,maze,[],
935,1,[],[],[],0.0-4.0-0.1,[],,[],,47702,5,maze,[],
935,1,[],[],[],0.0-4.0-0.2,[],,[],,56036,6,maze,[],
935,1,,,,0.0-5.0,,,,,57037,7,html-button-response,,
935,1,[],[],[],0.0-6.0-0.0,[],,[],,69054,8,maze,[],
935,1,[],[],[],0.0-6.0-0.1,[],,[],,80544,9,maze,[],
935,1,[],[],[],0.0-6.0-0.2,[],,[],,88124,10,maze,[],
935,1,,,,0.0-7.0,,,,,89127,11,html-button-response,,
935,1,[],[],[],0.0-8.0-0.0,[],,[],,99766,12,maze,[],
935,1,[],[],[],0.0-8.0-0.1,[],,[],,112707,13,maze,[],
935,1,[],[],[],0.0-8.0-0.2,[],,[],,122073,14,maze,[],
935,1,,,,0.0-9.0,,,,,123074,15,html-button-response,,
935,1,[],[],[],0.0-10.0-0.0,[],,[],,135599,16,maze,[],
935,1,[],[],[],0.0-10.0-0.1,[],,[],,148232,17,maze,[],
935,1,[],[],[],0.0-10.0-0.2,[],,[],,157889,18,maze,[],
935,1,,,,0.0-11.0,,,,,158908,19,html-button-response,,
935,1,[],[],[],0.0-12.0-0.0,[],,[],,170038,20,maze,[],
935,1,[],[],[],0.0-12.0-0.1,[],,[],,179535,21,maze,[],
935,1,[],[],[],0.0-12.0-0.2,[],,[],,186282,22,maze,[],
935,1,,,,0.0-13.0,,,,,187284,23,html-button-response,,
935,1,[],[],[],0.0-14.0-0.0,[],,[],,199926,24,maze,[],
935,1,[],[],[],0.0-14.0-0.1,[],,[],,213969,25,maze,[],
935,1,[],[],[],0.0-14.0-0.2,[],,[],,223117,26,maze,[],
935,1,,,,0.0-15.0,,,,,224118,27,html-button-response,,
935,1,[],[],[],0.0-16.0-0.0,[],,[],,247180,28,maze,[],
935,1,[],[],[],0.0-16.0-0.1,[],,[],,264250,29,maze,[],
935,1,[],[],[],0.0-16.0-0.2,[],,[],,272349,30,maze,[],
935,1,,,,0.0-17.0,,,,,273350,31,html-button-response,,
935,1,[],[],[],0.0-18.0-0.0,[],,[],,285943,32,maze,[],
935,1,[],[],[],0.0-18.0-0.1,[],,[],,296710,33,maze,[],
935,1,[],[],[],0.0-18.0-0.2,[],,[],,304593,34,maze,[],
935,1,,,,0.0-19.0,,,,,305595,35,html-button-response,,
935,1,[],[],[],0.0-20.0-0.0,[],,[],,316799,36,maze,[],
935,1,[],[],[],0.0-20.0-0.1,[],,[],,329221,37,maze,[],
935,1,[],[],[],0.0-20.0-0.2,[],,[],,337769,38,maze,[],
935,1,,,,0.0-21.0,,,,,338770,39,html-button-response,,
935,1,[],[],[],0.0-22.0-0.0,[],,[],,349848,40,maze,[],
935,1,[],[],[],0.0-22.0-0.1,[],,[],,361201,41,maze,[],
935,1,[],[],[],0.0-22.0-0.2,[],,[],,371950,42,maze,[],
935,1,,,,0.0-23.0,,,,,372950,43,html-button-response,,
935,1,[],[],[],0.0-24.0-0.0,[],,[],,384574,44,maze,[],
935,1,[],[],[],0.0-24.0-0.1,[],,[],,400094,45,maze,[],
935,1,[],[],[],0.0-24.0-0.2,[],,[],,413017,46,maze,[],
935,1,,,,0.0-25.0,,,,,414017,47,html-button-response,,
935,1,[],[],[],0.0-26.0-0.0,[],,[],,425614,48,maze,[],
935,1,[],[],[],0.0-26.0-0.1,[],,[],,441502,49,maze,[],
935,1,[],[],[],0.0-26.0-0.2,[],,[],,450304,50,maze,[],
935,1,,,,0.0-27.0,,,,,451306,51,html-button-response,,
935,1,[],[],[],0.0-28.0-0.0,[],,[],,465566,52,maze,[],
935,1,[],[],[],0.0-28.0-0.1,[],,[],,481369,53,maze,[],
935,1,[],[],[],0.0-28.0-0.2,[],,[],,489605,54,maze,[],
935,1,,,,0.0-29.0,,,,,490605,55,html-button-response,,
935,1,[],[],[],0.0-30.0-0.0,[],,[],,502999,56,maze,[],
935,1,[],[],[],0.0-30.0-0.1,[],,[],,519654,57,maze,[],
935,1,[],[],[],0.0-30.0-0.2,[],,[],,529478,58,maze,[],
935,1,,,,0.0-31.0,,,,,530479,59,html-button-response,,
935,1,[],[],[],0.0-32.0-0.0,[],,[],,543489,60,maze,[],
935,1,[],[],[],0.0-32.0-0.1,[],,[],,556260,61,maze,[],
935,1,[],[],[],0.0-32.0-0.2,[],,[],,564766,62,maze,[],
935,1,,,,0.0-33.0,,,,,565768,63,html-button-response,,
935,1,[],[],[],0.0-34.0-0.0,[],,[],,585872,64,maze,[],
935,1,[],[],[],0.0-34.0-0.1,[],,[],,599671,65,maze,[],
935,1,[],[],[],0.0-34.0-0.2,[],,[],,609087,66,maze,[],
935,1,,,,0.0-35.0,,,,,610088,67,html-button-response,,
935,1,,,,0.0-36.0,,"{'other': 'this is veronica', 'errors': '', 'length': '', 'strange': 'british spelling oops', 'understand': '', 'what-about': 'jfaglksjdg'}",17019,,627114,68,survey-text,,
935,1,,,,0.0-37.0,,0,2381,<h2>Many thanks for participating!</h2><p>We are interested in how people integrate the words they read into the context of the sentence so far.<h1>Press continue to be redirected to Prolific. </h1>,629497,69,html-button-response,,
934,1,,,,0.0-0.0,,0,2419," <center><img width=""300px"" src=""assets/stanford.png"" /></center><div id=""legal""></br>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at  <a href=""mailto://languagecoglab@gmail.com.""> languagecoglab@gmail.com</a>.You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. </div></br>",2424,0,html-button-response,,
934,1,,,,0.0-1.0,,0,34431,"<h3>Please read these instructions carefully!</h3> </br><p>For this experiment, please place your <b>left index finger on the 'e' key</b> and your <b>right index finger on the 'i' key</b>.</p><p> You will read sentences word by word. On each screen you will see two options: one will be the next word in the sentence, and one will not. </p><p><b>Select the word that continues the sentence by pressing 'e' (left-hand) for the word on the left or pressing 'i' (right-hand) for the word on the right.</b></p><p>Select the best word as quickly as you can, but without making too many errors. </p><div><p>Click ""Continue"" to try this on a practice sentence.</p></div>",36857,1,html-button-response,,
934,1,[],[],[],0.0-2.0,[],,[],,57867,2,maze,[],
934,1,,,,0.0-3.0,,0,9922,"<h3>Please read these instructions carefully!</h3> </br><p>Great job! Now you are ready for the main experiment.</p><p> You will now read 16 short stories in the same word-by-word way.</p><div><p>Click ""Continue"" to start the experiment.</p>",67790,3,html-button-response,,
934,1,[],[],[],0.0-4.0-0.0,[],,[],,82091,4,maze,[],
934,1,[],[],[],0.0-4.0-0.1,[],,[],,98106,5,maze,[],
934,1,[],[],[],0.0-4.0-0.2,[],,[],,110634,6,maze,[],
934,1,,,,0.0-5.0,,,,,111643,7,html-button-response,,
934,1,[],[],[],0.0-6.0-0.0,[],,[],,129194,8,maze,[],
934,1,[],[],[],0.0-6.0-0.1,[],,[],,148886,9,maze,[],
934,1,[],[],[],0.0-6.0-0.2,[],,[],,161384,10,maze,[],
934,1,,,,0.0-7.0,,,,,162394,11,html-button-response,,
934,1,[],[],[],0.0-8.0-0.0,[],,[],,181316,12,maze,[],
934,1,[],[],[],0.0-8.0-0.1,[],,[],,194346,13,maze,[],
934,1,[],[],[],0.0-8.0-0.2,[],,[],,205854,14,maze,[],
934,1,,,,0.0-9.0,,,,,206864,15,html-button-response,,
934,1,[],[],[],0.0-10.0-0.0,[],,[],,219610,16,maze,[],
934,1,[],[],[],0.0-10.0-0.1,[],,[],,232229,17,maze,[],
934,1,[],[],[],0.0-10.0-0.2,[],,[],,240316,18,maze,[],
934,1,,,,0.0-11.0,,,,,241332,19,html-button-response,,
934,1,[],[],[],0.0-12.0-0.0,[],,[],,264349,20,maze,[],
934,1,[],[],[],0.0-12.0-0.1,[],,[],,276867,21,maze,[],
934,1,[],[],[],0.0-12.0-0.2,[],,[],,286518,22,maze,[],
934,1,,,,0.0-13.0,,,,,287522,23,html-button-response,,
934,1,[],[],[],0.0-14.0-0.0,[],,[],,304316,24,maze,[],
934,1,[],[],[],0.0-14.0-0.1,[],,[],,316172,25,maze,[],
934,1,[],[],[],0.0-14.0-0.2,[],,[],,325246,26,maze,[],
934,1,,,,0.0-15.0,,,,,326255,27,html-button-response,,
934,1,[],[],[],0.0-16.0-0.0,[],,[],,343853,28,maze,[],
934,1,[],[],[],0.0-16.0-0.1,[],,[],,359386,29,maze,[],
934,1,[],[],[],0.0-16.0-0.2,[],,[],,372118,30,maze,[],
934,1,,,,0.0-17.0,,,,,373128,31,html-button-response,,
934,1,[],[],[],0.0-18.0-0.0,[],,[],,387410,32,maze,[],
934,1,[],[],[],0.0-18.0-0.1,[],,[],,402433,33,maze,[],
934,1,[],[],[],0.0-18.0-0.2,[],,[],,412326,34,maze,[],
934,1,,,,0.0-19.0,,,,,413337,35,html-button-response,,
934,1,[],[],[],0.0-20.0-0.0,[],,[],,428695,36,maze,[],
934,1,[],[],[],0.0-20.0-0.1,[],,[],,445761,37,maze,[],
934,1,[],[],[],0.0-20.0-0.2,[],,[],,460201,38,maze,[],
934,1,,,,0.0-21.0,,,,,461215,39,html-button-response,,
934,1,[],[],[],0.0-22.0-0.0,[],,[],,476864,40,maze,[],
934,1,[],[],[],0.0-22.0-0.1,[],,[],,489466,41,maze,[],
934,1,[],[],[],0.0-22.0-0.2,[],,[],,499020,42,maze,[],
934,1,,,,0.0-23.0,,,,,500024,43,html-button-response,,
934,1,[],[],[],0.0-24.0-0.0,[],,[],,518517,44,maze,[],
934,1,[],[],[],0.0-24.0-0.1,[],,[],,534389,45,maze,[],
934,1,[],[],[],0.0-24.0-0.2,[],,[],,544081,46,maze,[],
934,1,,,,0.0-25.0,,,,,545090,47,html-button-response,,
934,1,[],[],[],0.0-26.0-0.0,[],,[],,557964,48,maze,[],
934,1,[],[],[],0.0-26.0-0.1,[],,[],,572056,49,maze,[],
934,1,[],[],[],0.0-26.0-0.2,[],,[],,583550,50,maze,[],
934,1,,,,0.0-27.0,,,,,584558,51,html-button-response,,
934,1,[],[],[],0.0-28.0-0.0,[],,[],,598793,52,maze,[],
934,1,[],[],[],0.0-28.0-0.1,[],,[],,620314,53,maze,[],
934,1,[],[],[],0.0-28.0-0.2,[],,[],,629807,54,maze,[],
934,1,,,,0.0-29.0,,,,,630815,55,html-button-response,,
934,1,[],[],[],0.0-30.0-0.0,[],,[],,645192,56,maze,[],
934,1,[],[],[],0.0-30.0-0.1,[],,[],,662200,57,maze,[],
934,1,[],[],[],0.0-30.0-0.2,[],,[],,669940,58,maze,[],
934,1,,,,0.0-31.0,,,,,670942,59,html-button-response,,
934,1,[],[],[],0.0-32.0-0.0,[],,[],,685550,60,maze,[],
934,1,[],[],[],0.0-32.0-0.1,[],,[],,700114,61,maze,[],
934,1,[],[],[],0.0-32.0-0.2,[],,[],,709463,62,maze,[],
934,1,,,,0.0-33.0,,,,,710473,63,html-button-response,,
934,1,[],[],[],0.0-34.0-0.0,[],,[],,722594,64,maze,[],
934,1,[],[],[],0.0-34.0-0.1,[],,[],,738639,65,maze,[],
934,1,[],[],[],0.0-34.0-0.2,[],,[],,748226,66,maze,[],
934,1,,,,0.0-35.0,,,,,749234,67,html-button-response,,
934,1,,,,0.0-36.0,,"{'other': 'No :)', 'errors': 'No!', 'length': 'I would have preferred a little shorter', 'strange': 'Not really', 'understand': 'I think the instructions were clear', 'what-about': 'How people make errors in next word prediction?'}",77984,,827233,68,survey-text,,
934,1,,,,0.0-37.0,,0,5732,<h2>Many thanks for participating!</h2><p>We are interested in how people integrate the words they read into the context of the sentence so far.<h1>Press continue to be redirected to Prolific. </h1>,832966,69,html-button-response,,
